wav_filename,wav_filesize,transcript
/Users/gosha/Projects/youtube-audio-captions-parsing/data/MDMeXR0O0RU/parts/MDMeXR0O0RU-838140-841700.wav, 107918, вот такая штучка в этом поселке
/Users/gosha/Projects/youtube-audio-captions-parsing/data/M4KrgFwfViM/parts/M4KrgFwfViM-110880-116080.wav, 138318, смотри кукуруза уже лопнула и получилось много попкорна
/Users/gosha/Projects/youtube-audio-captions-parsing/data/v0RC9Y9cdTw/parts/v0RC9Y9cdTw-320530-322840.wav, 49998, заменить правительство и мне кажется что наиболее
/Users/gosha/Projects/youtube-audio-captions-parsing/data/MDMeXR0O0RU/parts/MDMeXR0O0RU-897770-900840.wav, 65358, вы же рассекретили завершал делать это в
/Users/gosha/Projects/youtube-audio-captions-parsing/data/CISkZ1eORn0/parts/CISkZ1eORn0-70360-73020.wav, 85198, сараа что мусульмане это истоки цивилизации
/Users/gosha/Projects/youtube-audio-captions-parsing/data/N3gg_LfI-2A/parts/N3gg_LfI-2A-237520-242130.wav, 144398, полного благосостояния и развития всех членов
/Users/gosha/Projects/youtube-audio-captions-parsing/data/de0vrVFCVCg/parts/de0vrVFCVCg-140127-145066.wav, 127438, это ещ не гарантия того что заплатка попадт в основной код но это уже хороший знак
/Users/gosha/Projects/youtube-audio-captions-parsing/data/DahoCvAXIT0/parts/DahoCvAXIT0-524260-526020.wav, 48398, если мы обратимся к эпизоду про новый год
/Users/gosha/Projects/youtube-audio-captions-parsing/data/v0RC9Y9cdTw/parts/v0RC9Y9cdTw-1115020-1118840.wav, 120718, затем шли две ступеньки эзотерического закрытого
/Users/gosha/Projects/youtube-audio-captions-parsing/data/SOVrFAYsnWk/parts/SOVrFAYsnWk-778180-782730.wav, 129678, те все у кого были накоплены деньги в рублях мы благополучно
/Users/gosha/Projects/youtube-audio-captions-parsing/data/XMm0HsmOTFI/parts/XMm0HsmOTFI-214000-217000.wav, 68558, а его операционная система linux это самый блестящий шедевр интернета
/Users/gosha/Projects/youtube-audio-captions-parsing/data/YPQ23er1Mjg/parts/YPQ23er1Mjg-936660-942420.wav, 181518, в фсб в мвд и вот они завидуют и вот они приходят и начинают
/Users/gosha/Projects/youtube-audio-captions-parsing/data/dFXJ7UrzRiQ/parts/dFXJ7UrzRiQ-124580-130979.wav, 117518, мне здесь плохо мне здесь жарко мой климат архангельск ленинградская область даже воркута
/Users/gosha/Projects/youtube-audio-captions-parsing/data/0-Fv1jt1SkI/parts/0-Fv1jt1SkI-492219-494219.wav, 63118, вот
/Users/gosha/Projects/youtube-audio-captions-parsing/data/TWFzWRoVNnE/parts/TWFzWRoVNnE-711620-713100.wav, 47438, и вставить его в материнскую плату
/Users/gosha/Projects/youtube-audio-captions-parsing/data/_ZOr2t8rm8k/parts/_ZOr2t8rm8k-344930-347840.wav, 79438, давайте вспомним политику электрификации комплекс
/Users/gosha/Projects/youtube-audio-captions-parsing/data/de0vrVFCVCg/parts/de0vrVFCVCg-70113-74445.wav, 137678, при этом было добавлено миллионов строк кода
/Users/gosha/Projects/youtube-audio-captions-parsing/data/N3gg_LfI-2A/parts/N3gg_LfI-2A-1118440-1121299.wav, 91566, потому что в советском союзе было жигули такаято
/Users/gosha/Projects/youtube-audio-captions-parsing/data/M4KrgFwfViM/parts/M4KrgFwfViM-15220-18640.wav, 89678, кто хочет в парк развлечений подходи ко мне
/Users/gosha/Projects/youtube-audio-captions-parsing/data/rvFEHJeSGvA/parts/rvFEHJeSGvA-154800-157140.wav, 72398, дальше уже повествуют о самой истории с пожаром
/Users/gosha/Projects/youtube-audio-captions-parsing/data/Wxo9hl3vTRw/parts/Wxo9hl3vTRw-1230840-1233150.wav, 73998, и о переходе к внешнему и внутреннему чтото
/Users/gosha/Projects/youtube-audio-captions-parsing/data/v0RC9Y9cdTw/parts/v0RC9Y9cdTw-703580-707460.wav, 119118, так вот капитал в качестве системы как я уже сказала
/Users/gosha/Projects/youtube-audio-captions-parsing/data/v0RC9Y9cdTw/parts/v0RC9Y9cdTw-268460-271610.wav, 100878, национальногосударственного образования и создания
/Users/gosha/Projects/youtube-audio-captions-parsing/data/TOEnTB-7tlI/parts/TOEnTB-7tlI-222100-231500.wav, 196046, у персонажа как и положено движения рта не совпадают с речью
/Users/gosha/Projects/youtube-audio-captions-parsing/data/0_qE9m8PDxw/parts/0_qE9m8PDxw-83800-90000.wav, 181198, and even if we disappear well still be guilty of something because we existed once
/Users/gosha/Projects/youtube-audio-captions-parsing/data/TWFzWRoVNnE/parts/TWFzWRoVNnE-757740-761160.wav, 109198, они не делают лучшие nvme ssd
/Users/gosha/Projects/youtube-audio-captions-parsing/data/ckTTfOuYQzg/parts/ckTTfOuYQzg-61600-66280.wav, 132238, так так мудачь сейчас уе сука обоим
/Users/gosha/Projects/youtube-audio-captions-parsing/data/XMm0HsmOTFI/parts/XMm0HsmOTFI-1657500-1662500.wav, 134478, и даже тогда это не было проблемой вообще можно было свободно делиться
/Users/gosha/Projects/youtube-audio-captions-parsing/data/MDMeXR0O0RU/parts/MDMeXR0O0RU-791110-798330.wav, 176206, слава богу что то хорошее в ходе это опровергают
/Users/gosha/Projects/youtube-audio-captions-parsing/data/SOVrFAYsnWk/parts/SOVrFAYsnWk-553060-554610.wav, 49678, приводит к падению курса рубля
/Users/gosha/Projects/youtube-audio-captions-parsing/data/vhzNlErRU4I/parts/vhzNlErRU4I-138040-143020.wav, 153998, посмотрите на этого убка он каждую бю серию обращается к зрителям разрывая все границы
/Users/gosha/Projects/youtube-audio-captions-parsing/data/Wxo9hl3vTRw/parts/Wxo9hl3vTRw-762870-765850.wav, 95438, вы дайте возможность людям которые хотят развивать
/Users/gosha/Projects/youtube-audio-captions-parsing/data/DahoCvAXIT0/parts/DahoCvAXIT0-686160-689740.wav, 70478, но у кого из героев была мотивация отправить батю на тот свет
/Users/gosha/Projects/youtube-audio-captions-parsing/data/2fY9QdZg1Rk/parts/2fY9QdZg1Rk-142680-144040.wav, 43278, росбизнесконсалтинг
/Users/gosha/Projects/youtube-audio-captions-parsing/data/REUbAx0-kg8/parts/REUbAx0-kg8-272240-275280.wav, 64078, у меня переночевали знаменитого процентов
/Users/gosha/Projects/youtube-audio-captions-parsing/data/s0U0WqFYIWs/parts/s0U0WqFYIWs-28759-32599.wav, 115278, сбербанку судя по тому что тут находится так
/Users/gosha/Projects/youtube-audio-captions-parsing/data/N3gg_LfI-2A/parts/N3gg_LfI-2A-319300-322460.wav, 51598, теперь вс изменилось теперь бентли нужно
/Users/gosha/Projects/youtube-audio-captions-parsing/data/Qy0E84W2LIk/parts/Qy0E84W2LIk-84737-87276.wav, 53518, сжатый файл и мы его раскроем
/Users/gosha/Projects/youtube-audio-captions-parsing/data/DahoCvAXIT0/parts/DahoCvAXIT0-144840-147220.wav, 54158, бытовуха такое постоянно случается чтото между звуком пожара и звуком бензокосы или же тримера
/Users/gosha/Projects/youtube-audio-captions-parsing/data/XMm0HsmOTFI/parts/XMm0HsmOTFI-1773200-1777200.wav, 113358, вы будете свободными хакеры вы будете свободными
/Users/gosha/Projects/youtube-audio-captions-parsing/data/REUbAx0-kg8/parts/REUbAx0-kg8-1315260-1318460.wav, 83278, отставки году и потому что действительно
/Users/gosha/Projects/youtube-audio-captions-parsing/data/xsJ2MCOdKzo/parts/xsJ2MCOdKzo-186780-188940.wav, 69198, нанимает на определенное время
/Users/gosha/Projects/youtube-audio-captions-parsing/data/XMm0HsmOTFI/parts/XMm0HsmOTFI-2183500-2186500.wav, 85838, это было очень забавно потому что это были те же самые программы
/Users/gosha/Projects/youtube-audio-captions-parsing/data/REUbAx0-kg8/parts/REUbAx0-kg8-1213470-1214940.wav, 47118, значимость результаты действуют
/Users/gosha/Projects/youtube-audio-captions-parsing/data/YPQ23er1Mjg/parts/YPQ23er1Mjg-774550-775970.wav, 44238, лучше миллиона миллионов дай ну дайте потому что
/Users/gosha/Projects/youtube-audio-captions-parsing/data/K4OOi9kLVTM/parts/K4OOi9kLVTM-324140-326380.wav, 36558, с величайшей точностью
/Users/gosha/Projects/youtube-audio-captions-parsing/data/REUbAx0-kg8/parts/REUbAx0-kg8-713760-720180.wav, 186318, агентство униан проверка армейцы проиграли работа
/Users/gosha/Projects/youtube-audio-captions-parsing/data/REUbAx0-kg8/parts/REUbAx0-kg8-249689-251569.wav, 60238, оперируя что их дни сегодня что нанесло
/Users/gosha/Projects/youtube-audio-captions-parsing/data/6H8c_i-_hq0/parts/6H8c_i-_hq0-91260-92460.wav, 38478, эмм
/Users/gosha/Projects/youtube-audio-captions-parsing/data/TWFzWRoVNnE/parts/TWFzWRoVNnE-361740-368980.wav, 152398, в это платформу в какомто невероятном знаете вау мы создали новое поколение за ночь
/Users/gosha/Projects/youtube-audio-captions-parsing/data/XMm0HsmOTFI/parts/XMm0HsmOTFI-1094500-1101500.wav, 187406, я взял мою рабочую станцию tsxmitedu
/Users/gosha/Projects/youtube-audio-captions-parsing/data/TWFzWRoVNnE/parts/TWFzWRoVNnE-239460-242960.wav, 100238, intel сами не могут определиться
/Users/gosha/Projects/youtube-audio-captions-parsing/data/2fY9QdZg1Rk/parts/2fY9QdZg1Rk-48740-52460.wav, 119118, и по доходности сравнимы со вкладами
/Users/gosha/Projects/youtube-audio-captions-parsing/data/jiGK9x4Infg/parts/jiGK9x4Infg-72540-74540.wav, 64078, на жестком дремлет крыле
/Users/gosha/Projects/youtube-audio-captions-parsing/data/DahoCvAXIT0/parts/DahoCvAXIT0-289260-290820.wav, 49358, теперь вообще как нефиг делать
/Users/gosha/Projects/youtube-audio-captions-parsing/data/xsJ2MCOdKzo/parts/xsJ2MCOdKzo-37380-39239.wav, 54158, ваши семеновцы и преображенцы
/Users/gosha/Projects/youtube-audio-captions-parsing/data/DahoCvAXIT0/parts/DahoCvAXIT0-746000-748360.wav, 71438, нахрена например нужно было пихать боярского
/Users/gosha/Projects/youtube-audio-captions-parsing/data/Wxo9hl3vTRw/parts/Wxo9hl3vTRw-1217200-1218200.wav, 32078, и окончательно
/Users/gosha/Projects/youtube-audio-captions-parsing/data/REUbAx0-kg8/parts/REUbAx0-kg8-383920-387419.wav, 109198, никак не оправдывает ни вопросов путался в трагедии
/Users/gosha/Projects/youtube-audio-captions-parsing/data/YPQ23er1Mjg/parts/YPQ23er1Mjg-518430-519430.wav, 32078, вы говорите нужны
/Users/gosha/Projects/youtube-audio-captions-parsing/data/SZg4hPABNOY/parts/SZg4hPABNOY-44290-47750.wav, 97358, одного из сидений разъединилось изза чего парень вылетел
/Users/gosha/Projects/youtube-audio-captions-parsing/data/REUbAx0-kg8/parts/REUbAx0-kg8-777690-780030.wav, 54478, стороны базовая задача остановить
/Users/gosha/Projects/youtube-audio-captions-parsing/data/b0mAX0gI1Dg/parts/b0mAX0gI1Dg-401840-405040.wav, 102478, уроки это очищение душ умерших от грехов
/Users/gosha/Projects/youtube-audio-captions-parsing/data/REUbAx0-kg8/parts/REUbAx0-kg8-160650-162659.wav, 63118, давайте сделаем кодексу как москвичи
/Users/gosha/Projects/youtube-audio-captions-parsing/data/REUbAx0-kg8/parts/REUbAx0-kg8-1109490-1111530.wav, 65358, а хорошего я присоединюсь пользу
/Users/gosha/Projects/youtube-audio-captions-parsing/data/v0RC9Y9cdTw/parts/v0RC9Y9cdTw-385520-389069.wav, 104398, войну миллионов убитых людей и только после этого
